,text,label,predicted_result
1769,UK Police defend choice to warn thousands to evacuate as storm falters,news,news
1770,"When You See The Incredible Cave This Artist Made, You Will Want To Explore It",clickbait,clickbait
1771,25 Photos Of Dogs Caught At The Most Perfect Moment. #2 Made Me Laugh So Hard,clickbait,clickbait
1772,20 Morons Who Thought It Was Brilliant To Tattoo Their Faces,clickbait,clickbait
1773,Foundation stone laid at Ahmedabad for worlds largest cricket stadium,news,news
1774,Scotland sets ambitious goal of 66% emissions cut within 15 years,news,news
1775,SDMC to set up bio gas plant in Najafgarh,news,news
1776,Brexit: Mays threat to Europe: 'no deal for Britain is better than a bad deal',news,news
1777,8 Stars Who Died Exactly At Their Appointed Times,clickbait,clickbait
1778,Bangkok Shrine bombing suspect was at Delhi IGI airport for few hours,news,news
1779,"At Bhangar, all parties welcome, except TMC",news,news
1780,"If You Could See Your Own Genes, You'd Look Like This...",clickbait,clickbait
1781,"India vs England: No president, so no box tickets to BCCI for T20I clash at Nagpur",news,news
1782,Nigerian police arrest more than 50 in secessionist rally to welcome Donald Trump,news,news
1783,India set to be most digitised economy: PM Modi,news,news
1784,Diet diary: The morning after  tackling the holiday hangover,news,news
1785,Homeland Security Denies Reports That It Shut Down A Border Patrol Operation Before Trump Takes,clickbait,clickbait
1786,The 13 Most Awesome White Ink Tattoos Of All Time. #13 Is Really Clever,clickbait,clickbait
1787,Person Shot During Milo Speech Protest At University Of Washington,clickbait,clickbait
1788,25 Moments Caught On Google Earth That Could Not Have Been Timed Better,clickbait,clickbait
1789,Former Officer Who Shot Unarmed Black Man In The Back Testifies In Trial,clickbait,clickbait
1790,"Kolkata: Suspected of plotting to kidnap baby, mentally ill woman assaulted",news,news
1791,Harbhajan Singh to lead Punjab in Mushtaq Ali T20 tournament,news,news
1792,This Couple Waited 70 Years To Take Their Wedding Photos,clickbait,clickbait
1793,"16 Unique Tattoos That'll Make You Say ""Ink Me""",clickbait,clickbait
1794,Narendra Modi paying lip-service to Mahatma Gandhi: Shashi Tharoor at JLF,news,news
1795,The Life of a Scilly Sergeant by Colin Taylor review  adventures of high tide and low crime,news,news
1796,Amy producer reportedly in talks to make Tony Blair film,news,news
1797,12 Mouthwatering Chicken Tenders That'll Make You Quit Nuggets Forever,clickbait,clickbait
1798,25 Perfect Gifts For Cereal Lovers,clickbait,clickbait
1799,Multiple explosions at US base in Japan lights up night sky,news,news
1800,Gene Cernan obituary,news,news
1801,What This Artist Does With Random Pieces Of Glass Will Blow Your Mind,clickbait,clickbait
1802,"Kolkata: 22-year-old rape victim commits suicide, family claims pressure",news,news
1803,Donald Trump's truce with spy agencies breaks down over Russia dossier,news,news
1804,Indian vet suspended for administering dope to Abu Dhabi royals familys horse,news,news
1805,"Malaysian PM Razak expelled critics, sacked attorney-general, blocked media to survive scam",news,news
1806,15 Times People Tried To Lie On The Internet And Were Caught Red-Handed,clickbait,clickbait
1807,Observer sudoku,news,news
1808,US Sanctions Mean Paying For Cuban Sandwiches On Venmo Is Complicated,clickbait,clickbait
1809,"Were not out to punish Britain, but you need to shed your illusions | Guy Verhofstadt",news,news
1810,The Girl Scout in me would never stand for Donald Trump | Jean Hannah Edelstein,news,news
1811,These Photos From Burning Man Will Have You Asking WTF Happened There,clickbait,clickbait
1812,"Letter: Colin George, Tyrone Guthrie and the thrust stage in Britain",news,news
1813,One Clever Dad Organized His Children By Giving Them Each A Different Name,clickbait,clickbait
1814,How strikes have disrupted the UK in recent years  in data,news,news
1815,Sacred Duets CD review  pristine but ultimately lukewarm,news,news
1816,Kedar Jadhav 90 in vain as India lose thriller at Eden Gardens,news,news
1817,"In awe of re, the Swedish ski resort now reached by budget flights",news,news
1818,Sandeep Gadoli gang: 3 held for killing gangsters brother,news,news
1819,Tom Bundell the only newcomer in New Zealand squad against Australia,news,news
1820,Where Children Sleep Around The World. Caution: Some Photos Are Painfully Sad.,clickbait,clickbait
1821,"Barbies, chocolate, scotch: give your godchildren what they dont get at home | Brigid Delaney",news,news
1822,6 Recent Supreme Court Decisions You Might Have Missed,clickbait,clickbait
1823,Two lakh LED streetlights unveiled in south Delhi,news,news
1824,Protests over Kempton sale fail to materialise during Lanzarote Hurdle day,news,news
1825,Police Set Up A Camera In Kansas To Find A Mountain Lion And WTF Is Happening,clickbait,clickbait
1826,Water-energy-food: can leaders at Davos solve this global conundrum? | Dominic Waughray,news,news
1827,A Tribute To All Those Who Lost Their Lives On 9/11,clickbait,clickbait
1828,Injury scare for Shikhar Dhawan ahead of third ODI against England,news,news
1829,This Guy Re-Creates Famous Movie Scenes With His Cats And It's Hilarious,clickbait,clickbait
1830,15 Hilarious Pics Of Actors Laughing Between Takes,clickbait,clickbait
1831,17 Wild Selfies You Probably Couldn't Take. The Dude In #5 Needs to Look Behind Him. LOL!,clickbait,clickbait
1832,"Mumbai: Cop assaulted, robbed by man he met through dating website",news,news
1833,What Mineral Do YOU Crave?,clickbait,clickbait
1834,"Inside Northampton County, where voters flipped from Obama to Trump",news,news
1835,Jallikattu row: Tamil Nadu government files caveat in SC to defend its ordinance,news,news
1836,"PCB officials to meet security experts, try to clear way for West Indies tour of Pakistan",news,news
1837,Seamus Coleman strikes for Everton to keep Crystal Palace in drop zone,news,news
1838,The Season review  family comedy gives wing to some spirited performances,news,news
1839,"2008 Malegaon blast: No objection to court granting bail to Pragya, NIA tells Bombay HC",news,news
1840,9 News Captions You Never Expected To Actually See On TV. #1 Definitely Got Someone Fired,clickbait,clickbait
1841,Woman Charged With Murder For Attempted Coat Hanger Abortion Is Released From Jail Under Plea De,clickbait,clickbait
1842,7 Disney Princesses If They Were Different Ethnicities. Indian Ariel Is Gorgeous,clickbait,clickbait
1843,Eddie Jones forced to rebuild England scrum as injury problems bite,news,news
1844,"19 Times ""Family Feud"" Contestants Spoke The Damn Truth",clickbait,clickbait
1845,15 Unexpectedly Clever Facebook Timeline Cover Pics,clickbait,clickbait
1846,Egyptian judge gives four people suspended sentences over FGM death,news,news
1847,PJ Harvey review  an untamed talent impresses with another powerful set,news,news
1848,[] The Foreclosure Crisis Still Looms Over Trump's Treasury Nominee,clickbait,clickbait
1849,Ready To Feel Like A Failure? Joan Of Arc Was Only 19 When She Was Burned At The Stake,clickbait,clickbait
1850,15 Mouthwatering Ways To Up Your Gingerbread Game This Holiday,clickbait,clickbait
1851,"Independence vote more likely after single market move, Sturgeon signals",news,news
1852,9 Reasons We Are Excited For Dad To Come Back To Life,clickbait,clickbait
1853,"When You're Feeling Down And Out, Look At These 21 Photos. They'll Fix Everything",clickbait,clickbait
1854,37 Things You'll Only Understand If You Went To College In The '90s,clickbait,clickbait
1855,How Well Do You Know Festivus?,clickbait,clickbait
1856,Americas era of anger,news,news
1857,The 15 Weirdest Things To Ever Be Sold On Ebay,clickbait,clickbait
1858,Premier League managers opposed to Marco van Bastens plan to scrap offside rule,news,news
1859,ISIS Terror Plans For Germany Are Crude But Deadly,clickbait,clickbait
1860,Australia's bees and wasps revealed to be as dangerous as its snakes,news,news
1861,World needs more women leaders: Dalai Lama,news,news
1862,Maharashtra: 103-year-old the oldest marathon runner this year,news,news
1863,15 Pics From An Ultramarathon Through Death Valley,clickbait,clickbait
1864,Doing Brexit the hard way,news,news
1865,Juergen Klopp awaits decision on Joel Matip,news,news
1866,These Ads Were Placed Wrong And It Feels So Right...#4 Is Too Damn Funny,clickbait,clickbait
1867,10 Ramen Noodle Facts That You Will Never Forget...Especially Vegetarians,clickbait,clickbait
1868,Heres What The First iPhone Almost Looked Like,clickbait,clickbait
1869,22 Amazing Rings That Anyone Would Be Honored To Wear On Their Finger,clickbait,clickbait
1870,At least five dead in shooting at BPM festival in Mexico,news,news
1871,"The Good, The Bad, and the Incredibly Ugly: Fashion At The 2014 Golden Globes",clickbait,clickbait
1872,17 Works of Food Art That Will Make You Appreciate Art,clickbait,clickbait
1873,"How Popular Are Your ""Home Alone"" Opinions?",clickbait,clickbait
1874,25 Matte Lipsticks People Actually Swear By,clickbait,clickbait
1875,Pompidou Centre gets a 90m facelift 40 years on,news,news
1876,28 Winter Shoes You Won't Be Embarrassed To Wear,clickbait,clickbait
1877,Arrest warrant against Bengal BJP leader,news,news
1878,13 Disney Images That Are About To Ruin Your Childhood,clickbait,clickbait
1879,Playboy Playmate Pleads Not Guilty To Body-Shaming Woman On Snapchat,clickbait,clickbait
1880,17 Headlines That Should Have Never Seen the Light Of Day. #2 Is Making Me Cringe,clickbait,clickbait
1881,Passport Mela to be held in Mumbai on January 21,news,news
1882,23 Ridiculously Cute Products You'll Want Immediately,clickbait,clickbait
1883,Sick of Sherlock? Elementary has all the Holmes comforts you need,news,news
1884,24 Idiots Of Our Society Who Shouldn't Be Allowed To Bring Children Into This World,clickbait,clickbait
1885,People Think The Pentagon Just Called Out Trump In A Shady Subtweet,clickbait,clickbait
1886,India vs England: Man for all seasons Kedar Jadhav has his day under lights,news,news
1887,Blind date: There was more to him than met the eye,news,news
1888,"Interviewwith Dr Arno Hazekamp, Cannabis Researcher:Despite legal sanction, medicinal cannabis poorly researched in India",news,news
1889,Jeff Sessions is a threat to all vulnerable Americans | Lucia Graves,news,news
1890,52-year-old arrested for molesting Delhi University student,news,news
1891,In Pictures: These Children In War Zones Are Still Attending School,clickbait,clickbait
1892,No peace until foreign troops leave Afghanistan: Taliban chief Mullah Mansour,news,news
1893,In Defense Of People Who Like Dick Pics,clickbait,clickbait
1894,Florida State Quarterback Jameis Winston Wins Personal Conduct Hearing,clickbait,clickbait
1895,Highlights of Malaysia: readers travel tips,news,news
1896,Nick Xenophon pushes to decriminalise public service leaks after Centrelink scandal,news,news
1897,Nottingham Forest sack Philippe Montanier after takeover talks collapse,news,news
1898,"When it comes to salaries, charity CEOs still want to have their cake and eat it",news,news
1899,Gwen Stefani Is The World's Biggest Badass And We Can Prove It,clickbait,clickbait
1900,"We had envisioned this effort from Yuvraj Singh and MS Dhoni, says Virat Kohli",news,news
1901,"Police arrest three suspects in relation to case of 13-year-old who got married to deity, gave birth to baby girl",news,news
1902,Delhi: Traders to meet Kejriwal against making Connaught Place vehicle-free,news,news
1903,15 Facts About Dreams You Should Know,clickbait,clickbait
1904,"Jallikattu row: Government has to bend before will of people, says BJP",news,news
1905,These 20 Breathtaking Photos Of Animal Migration Are Absolutely Gorgeous,clickbait,clickbait
1906,Kleenex For Men And 20 Other Products That Are Pointlessly Gender Specific,clickbait,clickbait
1907,Wife of Orlando Pulse nightclub gunman Omar Mateen arrested,news,news
1908,God's Own Country review  Dales answer to Brokeback that's a very British love story,news,news
1909,Dont let studies delay projects: Environment minister Anil Madhav Dave to experts,news,news
1910,MoD thwarts media campaign to release marine shooting video,news,news
1911,"Why Samsungs Battery Fix Gets a Grade C, For Now",news,clickbait
1912,"Assume Arvind Kejriwal as CM, then vote: Manish Sisodia in Punjab",news,news
1913,"Sting operation: Prison officials take bribes, may get away with departmental action",news,news
1914,This weeks best radio: reckoning with a Trump presidency,news,news
1915,Manchester Uniteds Wayne Rooney takes all the plaudits,news,news
1916,"PM Narendra Modi launches BHIM app for e-payments, links it to Bhimrao Ambedkar",news,news
1917,Robin Thicke Called The Cops To His Ex-Wife's House To Pick Up His Son,clickbait,clickbait
1918,S Koreans travel to North Korea to reunite with war-divided kin,news,news
1919,23 Things All Servers Will Understand. Why Do People Do #6? WHY?!,clickbait,clickbait
1920,Why I love... author Nicola Yoon,news,news
1921,"2 killed, several others injured as suspected militants attack Assam Rifles escorting tourists",news,news
1922,China's birth rate rises but falls short of government estimates,news,news
1923,"""Pizzagate"" Conspiracy Theory Brought Armed Man To DC, Police Say",clickbait,clickbait
